performance_link_id,performance_id,platform,link_type,url,title,start_seconds,duration_seconds,is_official,notes
performance-link-gd-1977-04-27-loser-1-8-archive-track,gd-1977-04-27-loser-1-8,archive,recording-track,https://archive.org/details/gd1977-04-27.sbd.braverman.7799.shnf/gd77-04-27d1t08.mp3,Loser,,295,false,Track 8 of Internet Archive item gd1977-04-27.sbd.braverman.7799.shnf (recording-archive-gd1977-04-27-sbd-braverman-7799-shnf); file gd77-04-27d1t08.mp3. Derived from preserved representative item metadata; no audio retrieved.
performance-link-gd-1977-04-27-minglewood-blues-1-7-archive-track,gd-1977-04-27-minglewood-blues-1-7,archive,recording-track,https://archive.org/details/gd1977-04-27.sbd.braverman.7799.shnf/gd77-04-27d1t07.mp3,Minglewood Blues,,185,false,Track 7 of Internet Archive item gd1977-04-27.sbd.braverman.7799.shnf (recording-archive-gd1977-04-27-sbd-braverman-7799-shnf); file gd77-04-27d1t07.mp3. Derived from preserved representative item metadata; no audio retrieved.
performance-link-gd-1977-04-27-mississippi-half-step-1-2-archive-track,gd-1977-04-27-mississippi-half-step-1-2,archive,recording-track,https://archive.org/details/gd1977-04-27.sbd.braverman.7799.shnf/gd77-04-27d1t02.mp3,Mississippi Half-Step,,331,false,Track 2 of Internet Archive item gd1977-04-27.sbd.braverman.7799.shnf (recording-archive-gd1977-04-27-sbd-braverman-7799-shnf); file gd77-04-27d1t02.mp3. Derived from preserved representative item metadata; no audio retrieved.
performance-link-gd-1977-04-27-morning-dew-2-8-archive-track,gd-1977-04-27-morning-dew-2-8,archive,recording-track,https://archive.org/details/gd1977-04-27.sbd.braverman.7799.shnf/gd77-04-27d2t08.mp3,Morning Dew,,466,false,Track 17 of Internet Archive item gd1977-04-27.sbd.braverman.7799.shnf (recording-archive-gd1977-04-27-sbd-braverman-7799-shnf); file gd77-04-27d2t08.mp3. Derived from preserved representative item metadata; no audio retrieved.
performance-link-gd-1977-04-27-promised-land-1-1-archive-track,gd-1977-04-27-promised-land-1-1,archive,recording-track,https://archive.org/details/gd1977-04-27.sbd.braverman.7799.shnf/gd77-04-27d1t01.mp3,Promised Land,,168,false,Track 1 of Internet Archive item gd1977-04-27.sbd.braverman.7799.shnf (recording-archive-gd1977-04-27-sbd-braverman-7799-shnf); file gd77-04-27d1t01.mp3. Derived from preserved representative item metadata; no audio retrieved.
performance-link-gd-1977-04-27-ramble-on-rose-2-5-archive-track,gd-1977-04-27-ramble-on-rose-2-5,archive,recording-track,https://archive.org/details/gd1977-04-27.sbd.braverman.7799.shnf/gd77-04-27d2t05.mp3,Ramble On Rose,,257,false,Track 14 of Internet Archive item gd1977-04-27.sbd.braverman.7799.shnf (recording-archive-gd1977-04-27-sbd-braverman-7799-shnf); file gd77-04-27d2t05.mp3. Derived from preserved representative item metadata; no audio retrieved.
performance-link-gd-1977-04-27-row-jimmy-1-6-archive-track,gd-1977-04-27-row-jimmy-1-6,archive,recording-track,https://archive.org/details/gd1977-04-27.sbd.braverman.7799.shnf/gd77-04-27d1t06.mp3,Row Jimmy,,329,false,Track 6 of Internet Archive item gd1977-04-27.sbd.braverman.7799.shnf (recording-archive-gd1977-04-27-sbd-braverman-7799-shnf); file gd77-04-27d1t06.mp3. Derived from preserved representative item metadata; no audio retrieved.
performance-link-gd-1977-04-27-samson-and-delilah-2-6-archive-track,gd-1977-04-27-samson-and-delilah-2-6,archive,recording-track,https://archive.org/details/gd1977-04-27.sbd.braverman.7799.shnf/gd77-04-27d2t06.mp3,Samson & Delilah,,256,false,Track 15 of Internet Archive item gd1977-04-27.sbd.braverman.7799.shnf (recording-archive-gd1977-04-27-sbd-braverman-7799-shnf); file gd77-04-27d2t06.mp3. Derived from preserved representative item metadata; no audio retrieved.
performance-link-gd-1977-04-27-scarlet-begonias-2-2-archive-track,gd-1977-04-27-scarlet-begonias-2-2,archive,recording-track,https://archive.org/details/gd1977-04-27.sbd.braverman.7799.shnf/gd77-04-27d2t02.mp3,Scarlet Begonias>,,297,false,Track 11 of Internet Archive item gd1977-04-27.sbd.braverman.7799.shnf (recording-archive-gd1977-04-27-sbd-braverman-7799-shnf); file gd77-04-27d2t02.mp3. Derived from preserved representative item metadata; no audio retrieved.
performance-link-gd-1977-04-27-sugaree-1-4-archive-track,gd-1977-04-27-sugaree-1-4,archive,recording-track,https://archive.org/details/gd1977-04-27.sbd.braverman.7799.shnf/gd77-04-27d1t04.mp3,Sugaree,,443,false,Track 4 of Internet Archive item gd1977-04-27.sbd.braverman.7799.shnf (recording-archive-gd1977-04-27-sbd-braverman-7799-shnf); file gd77-04-27d1t04.mp3. Derived from preserved representative item metadata; no audio retrieved.
performance-link-gd-1977-04-27-terrapin-station-2-7-archive-track,gd-1977-04-27-terrapin-station-2-7,archive,recording-track,https://archive.org/details/gd1977-04-27.sbd.braverman.7799.shnf/gd77-04-27d2t07.mp3,Terrapin Station>,,381,false,Track 16 of Internet Archive item gd1977-04-27.sbd.braverman.7799.shnf (recording-archive-gd1977-04-27-sbd-braverman-7799-shnf); file gd77-04-27d2t07.mp3. Derived from preserved representative item metadata; no audio retrieved.
performance-link-gd-1977-04-27-the-music-never-stopped-1-9-archive-track,gd-1977-04-27-the-music-never-stopped-1-9,archive,recording-track,https://archive.org/details/gd1977-04-27.sbd.braverman.7799.shnf/gd77-04-27d1t09.mp3,The Music Never Stopped,,271,false,Track 9 of Internet Archive item gd1977-04-27.sbd.braverman.7799.shnf (recording-archive-gd1977-04-27-sbd-braverman-7799-shnf); file gd77-04-27d1t09.mp3. Derived from preserved representative item metadata; no audio retrieved.
performance-link-gd-1977-04-29-around-and-around-2-12-archive-track,gd-1977-04-29-around-and-around-2-12,archive,recording-track,https://archive.org/details/gd77-04-29.moore.unknown.7113.sbeok.shnf/gd77-04-29d3t7.mp3,Around and Around,,569,false,Track 23 of Internet Archive item gd77-04-29.moore.unknown.7113.sbeok.shnf (recording-archive-gd77-04-29-moore-unknown-7113-sbeok-shnf); file gd77-04-29d3t7.mp3. Derived from preserved representative item metadata; no audio retrieved.
performance-link-gd-1977-04-29-big-river-1-8-archive-track,gd-1977-04-29-big-river-1-8,archive,recording-track,https://archive.org/details/gd77-04-29.moore.unknown.7113.sbeok.shnf/gd77-04-29d1t8.mp3,Big River,,423,false,Track 8 of Internet Archive item gd77-04-29.moore.unknown.7113.sbeok.shnf (recording-archive-gd77-04-29-moore-unknown-7113-sbeok-shnf); file gd77-04-29d1t8.mp3. Derived from preserved representative item metadata; no audio retrieved.
performance-link-gd-1977-04-29-brown-eyed-women-2-4-archive-track,gd-1977-04-29-brown-eyed-women-2-4,archive,recording-track,https://archive.org/details/gd77-04-29.moore.unknown.7113.sbeok.shnf/gd77-04-29d2t7.mp3,Brown Eyed Women,,485,false,Track 15 of Internet Archive item gd77-04-29.moore.unknown.7113.sbeok.shnf (recording-archive-gd77-04-29-moore-unknown-7113-sbeok-shnf); file gd77-04-29d2t7.mp3. Derived from preserved representative item metadata; no audio retrieved.
performance-link-gd-1977-04-29-cassidy-1-6-archive-track,gd-1977-04-29-cassidy-1-6,archive,recording-track,https://archive.org/details/gd77-04-29.moore.unknown.7113.sbeok.shnf/gd77-04-29d1t6.mp3,Cassidy,,343,false,Track 6 of Internet Archive item gd77-04-29.moore.unknown.7113.sbeok.shnf (recording-archive-gd77-04-29-moore-unknown-7113-sbeok-shnf); file gd77-04-29d1t6.mp3. Derived from preserved representative item metadata; no audio retrieved.
performance-link-gd-1977-04-29-drums-2-9-archive-track,gd-1977-04-29-drums-2-9,archive,recording-track,https://archive.org/details/gd77-04-29.moore.unknown.7113.sbeok.shnf/gd77-04-29d3t4.mp3,Drums,,306,false,Track 20 of Internet Archive item gd77-04-29.moore.unknown.7113.sbeok.shnf (recording-archive-gd77-04-29-moore-unknown-7113-sbeok-shnf); file gd77-04-29d3t4.mp3. Derived from preserved representative item metadata; no audio retrieved.
performance-link-gd-1977-04-29-el-paso-2-3-archive-track,gd-1977-04-29-el-paso-2-3,archive,recording-track,https://archive.org/details/gd77-04-29.moore.unknown.7113.sbeok.shnf/gd77-04-29d2t6.mp3,El Paso,,401,false,Track 14 of Internet Archive item gd77-04-29.moore.unknown.7113.sbeok.shnf (recording-archive-gd77-04-29-moore-unknown-7113-sbeok-shnf); file gd77-04-29d2t6.mp3. Derived from preserved representative item metadata; no audio retrieved.
performance-link-gd-1977-04-29-estimated-prophet-2-5-archive-track,gd-1977-04-29-estimated-prophet-2-5,archive,recording-track,https://archive.org/details/gd77-04-29.moore.unknown.7113.sbeok.shnf/gd77-04-29d2t8.mp3,Estimated Prophet,,551,false,Track 16 of Internet Archive item gd77-04-29.moore.unknown.7113.sbeok.shnf (recording-archive-gd77-04-29-moore-unknown-7113-sbeok-shnf); file gd77-04-29d2t8.mp3. Derived from preserved representative item metadata; no audio retrieved.
performance-link-gd-1977-04-29-franklin-s-tower-1-3-archive-track,gd-1977-04-29-franklin-s-tower-1-3,archive,recording-track,https://archive.org/details/gd77-04-29.moore.unknown.7113.sbeok.shnf/gd77-04-29d1t3.mp3,Franklin's Tower,,1287,false,Track 3 of Internet Archive item gd77-04-29.moore.unknown.7113.sbeok.shnf (recording-archive-gd77-04-29-moore-unknown-7113-sbeok-shnf); file gd77-04-29d1t3.mp3. Derived from preserved representative item metadata; no audio retrieved.
performance-link-gd-1977-04-29-help-on-the-way-1-1-archive-track,gd-1977-04-29-help-on-the-way-1-1,archive,recording-track,https://archive.org/details/gd77-04-29.moore.unknown.7113.sbeok.shnf/gd77-04-29d1t1.mp3,Help On The Way,,412,false,Track 1 of Internet Archive item gd77-04-29.moore.unknown.7113.sbeok.shnf (recording-archive-gd77-04-29-moore-unknown-7113-sbeok-shnf); file gd77-04-29d1t1.mp3. Derived from preserved representative item metadata; no audio retrieved.
performance-link-gd-1977-04-29-loser-1-9-archive-track,gd-1977-04-29-loser-1-9,archive,recording-track,https://archive.org/details/gd77-04-29.moore.unknown.7113.sbeok.shnf/gd77-04-29d2t2.mp3,Loser,,596,false,Track 10 of Internet Archive item gd77-04-29.moore.unknown.7113.sbeok.shnf (recording-archive-gd77-04-29-moore-unknown-7113-sbeok-shnf); file gd77-04-29d2t2.mp3. Derived from preserved representative item metadata; no audio retrieved.
performance-link-gd-1977-04-29-samson-and-delilah-2-1-archive-track,gd-1977-04-29-samson-and-delilah-2-1,archive,recording-track,https://archive.org/details/gd77-04-29.moore.unknown.7113.sbeok.shnf/gd77-04-29d2t4.mp3,Samson and Delilah,,462,false,Track 12 of Internet Archive item gd77-04-29.moore.unknown.7113.sbeok.shnf (recording-archive-gd77-04-29-moore-unknown-7113-sbeok-shnf); file gd77-04-29d2t4.mp3. Derived from preserved representative item metadata; no audio retrieved.
performance-link-gd-1977-04-29-scarlet-begonias-2-6-archive-track,gd-1977-04-29-scarlet-begonias-2-6,archive,recording-track,https://archive.org/details/gd77-04-29.moore.unknown.7113.sbeok.shnf/gd77-04-29d3t1.mp3,Scarlet Begonias,,594,false,Track 17 of Internet Archive item gd77-04-29.moore.unknown.7113.sbeok.shnf (recording-archive-gd77-04-29-moore-unknown-7113-sbeok-shnf); file gd77-04-29d3t1.mp3. Derived from preserved representative item metadata; no audio retrieved.
performance-link-gd-1977-04-29-slipknot-1-2-archive-track,gd-1977-04-29-slipknot-1-2,archive,recording-track,https://archive.org/details/gd77-04-29.moore.unknown.7113.sbeok.shnf/gd77-04-29d1t2.mp3,Slipknot!,,427,false,Track 2 of Internet Archive item gd77-04-29.moore.unknown.7113.sbeok.shnf (recording-archive-gd77-04-29-moore-unknown-7113-sbeok-shnf); file gd77-04-29d1t2.mp3. Derived from preserved representative item metadata; no audio retrieved.
performance-link-gd-1977-04-29-sugaree-2-2-archive-track,gd-1977-04-29-sugaree-2-2,archive,recording-track,https://archive.org/details/gd77-04-29.moore.unknown.7113.sbeok.shnf/gd77-04-29d2t5.mp3,Sugaree,,850,false,Track 13 of Internet Archive item gd77-04-29.moore.unknown.7113.sbeok.shnf (recording-archive-gd77-04-29-moore-unknown-7113-sbeok-shnf); file gd77-04-29d2t5.mp3. Derived from preserved representative item metadata; no audio retrieved.
performance-link-gd-1977-04-29-tennessee-jed-1-5-archive-track,gd-1977-04-29-tennessee-jed-1-5,archive,recording-track,https://archive.org/details/gd77-04-29.moore.unknown.7113.sbeok.shnf/gd77-04-29d1t5.mp3,Tennessee Jed,,629,false,Track 5 of Internet Archive item gd77-04-29.moore.unknown.7113.sbeok.shnf (recording-archive-gd77-04-29-moore-unknown-7113-sbeok-shnf); file gd77-04-29d1t5.mp3. Derived from preserved representative item metadata; no audio retrieved.
performance-link-gd-1977-04-29-the-music-never-stopped-1-10-archive-track,gd-1977-04-29-the-music-never-stopped-1-10,archive,recording-track,https://archive.org/details/gd77-04-29.moore.unknown.7113.sbeok.shnf/gd77-04-29d2t3.mp3,The Music Never Stopped,,450,false,Track 11 of Internet Archive item gd77-04-29.moore.unknown.7113.sbeok.shnf (recording-archive-gd77-04-29-moore-unknown-7113-sbeok-shnf); file gd77-04-29d2t3.mp3. Derived from preserved representative item metadata; no audio retrieved.
performance-link-gd-1977-04-29-the-wheel-2-10-archive-track,gd-1977-04-29-the-wheel-2-10,archive,recording-track,https://archive.org/details/gd77-04-29.moore.unknown.7113.sbeok.shnf/gd77-04-29d3t5.mp3,The Wheel,,297,false,Track 21 of Internet Archive item gd77-04-29.moore.unknown.7113.sbeok.shnf (recording-archive-gd77-04-29-moore-unknown-7113-sbeok-shnf); file gd77-04-29d3t5.mp3. Derived from preserved representative item metadata; no audio retrieved.
performance-link-gd-1977-04-29-they-love-each-other-1-7-archive-track,gd-1977-04-29-they-love-each-other-1-7,archive,recording-track,https://archive.org/details/gd77-04-29.moore.unknown.7113.sbeok.shnf/gd77-04-29d1t7.mp3,They Love Each Other,,628,false,Track 7 of Internet Archive item gd77-04-29.moore.unknown.7113.sbeok.shnf (recording-archive-gd77-04-29-moore-unknown-7113-sbeok-shnf); file gd77-04-29d1t7.mp3. Derived from preserved representative item metadata; no audio retrieved.
performance-link-gd-1977-04-29-uncle-john-s-band-3-1-archive-track,gd-1977-04-29-uncle-john-s-band-3-1,archive,recording-track,https://archive.org/details/gd77-04-29.moore.unknown.7113.sbeok.shnf/gd77-04-29d3t8.mp3,Uncle John's Band,,576,false,Track 24 of Internet Archive item gd77-04-29.moore.unknown.7113.sbeok.shnf (recording-archive-gd77-04-29-moore-unknown-7113-sbeok-shnf); file gd77-04-29d3t8.mp3. Derived from preserved representative item metadata; no audio retrieved.
performance-link-gd-1977-04-29-wharf-rat-2-11-archive-track,gd-1977-04-29-wharf-rat-2-11,archive,recording-track,https://archive.org/details/gd77-04-29.moore.unknown.7113.sbeok.shnf/gd77-04-29d3t6.mp3,Wharf Rat,,606,false,Track 22 of Internet Archive item gd77-04-29.moore.unknown.7113.sbeok.shnf (recording-archive-gd77-04-29-moore-unknown-7113-sbeok-shnf); file gd77-04-29d3t6.mp3. Derived from preserved representative item metadata; no audio retrieved.
performance-link-gd-1977-05-03-bertha-1-2-archive-track,gd-1977-05-03-bertha-1-2,archive,recording-track,https://archive.org/details/gd1977-05-03.aud.glassberg.motb.0042.86241.flac16/gd1977-05-03.motb.0042.d1t03.mp3,Bertha,,542,false,Track 3 of Internet Archive item gd1977-05-03.aud.glassberg.motb.0042.86241.flac16 (recording-archive-gd1977-05-03-aud-glassberg-motb-0042-86241-flac16); file gd1977-05-03.motb.0042.d1t03.mp3. Derived from preserved representative item metadata; no audio retrieved.
performance-link-gd-1977-05-03-deal-1-9-archive-track,gd-1977-05-03-deal-1-9,archive,recording-track,https://archive.org/details/gd1977-05-03.aud.glassberg.motb.0042.86241.flac16/gd1977-05-03.motb.0042.d1t10.mp3,Deal,,462,false,Track 10 of Internet Archive item gd1977-05-03.aud.glassberg.motb.0042.86241.flac16 (recording-archive-gd1977-05-03-aud-glassberg-motb-0042-86241-flac16); file gd1977-05-03.motb.0042.d1t10.mp3. Derived from preserved representative item metadata; no audio retrieved.
performance-link-gd-1977-05-03-drums-2-9-archive-track,gd-1977-05-03-drums-2-9,archive,recording-track,https://archive.org/details/gd1977-05-03.aud.glassberg.motb.0042.86241.flac16/gd1977-05-03.motb.0042.d3t04.mp3,Drums >,,238,false,Track 22 of Internet Archive item gd1977-05-03.aud.glassberg.motb.0042.86241.flac16 (recording-archive-gd1977-05-03-aud-glassberg-motb-0042-86241-flac16); file gd1977-05-03.motb.0042.d3t04.mp3. Derived from preserved representative item metadata; no audio retrieved.
performance-link-gd-1977-05-03-estimated-prophet-2-2-archive-track,gd-1977-05-03-estimated-prophet-2-2,archive,recording-track,https://archive.org/details/gd1977-05-03.aud.glassberg.motb.0042.86241.flac16/gd1977-05-03.motb.0042.d2t04.mp3,Estimated Prophet,,509,false,Track 15 of Internet Archive item gd1977-05-03.aud.glassberg.motb.0042.86241.flac16 (recording-archive-gd1977-05-03-aud-glassberg-motb-0042-86241-flac16); file gd1977-05-03.motb.0042.d2t04.mp3. Derived from preserved representative item metadata; no audio retrieved.
performance-link-gd-1977-05-03-eyes-of-the-world-2-6-archive-track,gd-1977-05-03-eyes-of-the-world-2-6,archive,recording-track,https://archive.org/details/gd1977-05-03.aud.glassberg.motb.0042.86241.flac16/gd1977-05-03.motb.0042.d3t01.mp3,Eyes Of The World >,,711,false,Track 19 of Internet Archive item gd1977-05-03.aud.glassberg.motb.0042.86241.flac16 (recording-archive-gd1977-05-03-aud-glassberg-motb-0042-86241-flac16); file gd1977-05-03.motb.0042.d3t01.mp3. Derived from preserved representative item metadata; no audio retrieved.
performance-link-gd-1977-05-03-friend-of-the-devil-2-5-archive-track,gd-1977-05-03-friend-of-the-devil-2-5,archive,recording-track,https://archive.org/details/gd1977-05-03.aud.glassberg.motb.0042.86241.flac16/gd1977-05-03.motb.0042.d2t07.mp3,Friend Of The Devil,,489,false,Track 18 of Internet Archive item gd1977-05-03.aud.glassberg.motb.0042.86241.flac16 (recording-archive-gd1977-05-03-aud-glassberg-motb-0042-86241-flac16); file gd1977-05-03.motb.0042.d2t07.mp3. Derived from preserved representative item metadata; no audio retrieved.
performance-link-gd-1977-05-03-good-lovin-1-10-archive-track,gd-1977-05-03-good-lovin-1-10,archive,recording-track,https://archive.org/details/gd1977-05-03.aud.glassberg.motb.0042.86241.flac16/gd1977-05-03.motb.0042.d1t11.mp3,Good Lovin',,459,false,Track 11 of Internet Archive item gd1977-05-03.aud.glassberg.motb.0042.86241.flac16 (recording-archive-gd1977-05-03-aud-glassberg-motb-0042-86241-flac16); file gd1977-05-03.motb.0042.d1t11.mp3. Derived from preserved representative item metadata; no audio retrieved.
performance-link-gd-1977-05-03-jack-straw-1-5-archive-track,gd-1977-05-03-jack-straw-1-5,archive,recording-track,https://archive.org/details/gd1977-05-03.aud.glassberg.motb.0042.86241.flac16/gd1977-05-03.motb.0042.d1t06.mp3,Jack Straw,,377,false,Track 6 of Internet Archive item gd1977-05-03.aud.glassberg.motb.0042.86241.flac16 (recording-archive-gd1977-05-03-aud-glassberg-motb-0042-86241-flac16); file gd1977-05-03.motb.0042.d1t06.mp3. Derived from preserved representative item metadata; no audio retrieved.
performance-link-gd-1977-05-03-me-and-my-uncle-1-3-archive-track,gd-1977-05-03-me-and-my-uncle-1-3,archive,recording-track,https://archive.org/details/gd1977-05-03.aud.glassberg.motb.0042.86241.flac16/gd1977-05-03.motb.0042.d1t04.mp3,Me And My Uncle,,240,false,Track 4 of Internet Archive item gd1977-05-03.aud.glassberg.motb.0042.86241.flac16 (recording-archive-gd1977-05-03-aud-glassberg-motb-0042-86241-flac16); file gd1977-05-03.motb.0042.d1t04.mp3. Derived from preserved representative item metadata; no audio retrieved.
performance-link-gd-1977-05-03-might-as-well-2-1-archive-track,gd-1977-05-03-might-as-well-2-1,archive,recording-track,https://archive.org/details/gd1977-05-03.aud.glassberg.motb.0042.86241.flac16/gd1977-05-03.motb.0042.d2t03.mp3,Might As Well,,481,false,Track 14 of Internet Archive item gd1977-05-03.aud.glassberg.motb.0042.86241.flac16 (recording-archive-gd1977-05-03-aud-glassberg-motb-0042-86241-flac16); file gd1977-05-03.motb.0042.d2t03.mp3. Derived from preserved representative item metadata; no audio retrieved.
performance-link-gd-1977-05-03-not-fade-away-2-10-archive-track,gd-1977-05-03-not-fade-away-2-10,archive,recording-track,https://archive.org/details/gd1977-05-03.aud.glassberg.motb.0042.86241.flac16/gd1977-05-03.motb.0042.d3t05.mp3,Not Fade Away >,,729,false,Track 23 of Internet Archive item gd1977-05-03.aud.glassberg.motb.0042.86241.flac16 (recording-archive-gd1977-05-03-aud-glassberg-motb-0042-86241-flac16); file gd1977-05-03.motb.0042.d3t05.mp3. Derived from preserved representative item metadata; no audio retrieved.
performance-link-gd-1977-05-03-peggy-o-1-4-archive-track,gd-1977-05-03-peggy-o-1-4,archive,recording-track,https://archive.org/details/gd1977-05-03.aud.glassberg.motb.0042.86241.flac16/gd1977-05-03.motb.0042.d1t05.mp3,Peggy-O/,,535,false,Track 5 of Internet Archive item gd1977-05-03.aud.glassberg.motb.0042.86241.flac16 (recording-archive-gd1977-05-03-aud-glassberg-motb-0042-86241-flac16); file gd1977-05-03.motb.0042.d1t05.mp3. Derived from preserved representative item metadata; no audio retrieved.
performance-link-gd-1977-05-03-samson-and-delilah-2-4-archive-track,gd-1977-05-03-samson-and-delilah-2-4,archive,recording-track,https://archive.org/details/gd1977-05-03.aud.glassberg.motb.0042.86241.flac16/gd1977-05-03.motb.0042.d2t06.mp3,Samson And Delilah,,521,false,Track 17 of Internet Archive item gd1977-05-03.aud.glassberg.motb.0042.86241.flac16 (recording-archive-gd1977-05-03-aud-glassberg-motb-0042-86241-flac16); file gd1977-05-03.motb.0042.d2t06.mp3. Derived from preserved representative item metadata; no audio retrieved.
performance-link-gd-1977-05-03-ship-of-fools-1-11-archive-track,gd-1977-05-03-ship-of-fools-1-11,archive,recording-track,https://archive.org/details/gd1977-05-03.aud.glassberg.motb.0042.86241.flac16/gd1977-05-03.motb.0042.d2t01.mp3,Ship of Fools,,531,false,Track 12 of Internet Archive item gd1977-05-03.aud.glassberg.motb.0042.86241.flac16 (recording-archive-gd1977-05-03-aud-glassberg-motb-0042-86241-flac16); file gd1977-05-03.motb.0042.d2t01.mp3. Derived from preserved representative item metadata; no audio retrieved.
performance-link-gd-1977-05-03-space-2-7-archive-track,gd-1977-05-03-space-2-7,archive,recording-track,https://archive.org/details/gd1977-05-03.aud.glassberg.motb.0042.86241.flac16/gd1977-05-03.motb.0042.d3t02.mp3,Space >,,174,false,Track 20 of Internet Archive item gd1977-05-03.aud.glassberg.motb.0042.86241.flac16 (recording-archive-gd1977-05-03-aud-glassberg-motb-0042-86241-flac16); file gd1977-05-03.motb.0042.d3t02.mp3. Derived from preserved representative item metadata; no audio retrieved.
performance-link-gd-1977-05-03-sugaree-2-3-archive-track,gd-1977-05-03-sugaree-2-3,archive,recording-track,https://archive.org/details/gd1977-05-03.aud.glassberg.motb.0042.86241.flac16/gd1977-05-03.motb.0042.d2t05.mp3,Sugaree,,790,false,Track 16 of Internet Archive item gd1977-05-03.aud.glassberg.motb.0042.86241.flac16 (recording-archive-gd1977-05-03-aud-glassberg-motb-0042-86241-flac16); file gd1977-05-03.motb.0042.d2t05.mp3. Derived from preserved representative item metadata; no audio retrieved.
performance-link-gd-1977-05-03-supplication-1-8-archive-track,gd-1977-05-03-supplication-1-8,archive,recording-track,https://archive.org/details/gd1977-05-03.aud.glassberg.motb.0042.86241.flac16/gd1977-05-03.motb.0042.d1t09.mp3,Supplication,,321,false,Track 9 of Internet Archive item gd1977-05-03.aud.glassberg.motb.0042.86241.flac16 (recording-archive-gd1977-05-03-aud-glassberg-motb-0042-86241-flac16); file gd1977-05-03.motb.0042.d1t09.mp3. Derived from preserved representative item metadata; no audio retrieved.
performance-link-gd-1977-05-03-the-music-never-stopped-1-12-archive-track,gd-1977-05-03-the-music-never-stopped-1-12,archive,recording-track,https://archive.org/details/gd1977-05-03.aud.glassberg.motb.0042.86241.flac16/gd1977-05-03.motb.0042.d2t02.mp3,The Music Never Stopped,,442,false,Track 13 of Internet Archive item gd1977-05-03.aud.glassberg.motb.0042.86241.flac16 (recording-archive-gd1977-05-03-aud-glassberg-motb-0042-86241-flac16); file gd1977-05-03.motb.0042.d2t02.mp3. Derived from preserved representative item metadata; no audio retrieved.
performance-link-gd-1977-05-03-uncle-john-s-band-3-1-archive-track,gd-1977-05-03-uncle-john-s-band-3-1,archive,recording-track,https://archive.org/details/gd1977-05-03.aud.glassberg.motb.0042.86241.flac16/gd1977-05-03.motb.0042.d3t07.mp3,Uncle John's Band,,577,false,Track 25 of Internet Archive item gd1977-05-03.aud.glassberg.motb.0042.86241.flac16 (recording-archive-gd1977-05-03-aud-glassberg-motb-0042-86241-flac16); file gd1977-05-03.motb.0042.d3t07.mp3. Derived from preserved representative item metadata; no audio retrieved.
performance-link-gd-1977-05-03-wharf-rat-2-8-archive-track,gd-1977-05-03-wharf-rat-2-8,archive,recording-track,https://archive.org/details/gd1977-05-03.aud.glassberg.motb.0042.86241.flac16/gd1977-05-03.motb.0042.d3t03.mp3,Wharf Rat >,,654,false,Track 21 of Internet Archive item gd1977-05-03.aud.glassberg.motb.0042.86241.flac16 (recording-archive-gd1977-05-03-aud-glassberg-motb-0042-86241-flac16); file gd1977-05-03.motb.0042.d3t03.mp3. Derived from preserved representative item metadata; no audio retrieved.
performance-link-gd-1977-05-05-bertha-2-1-archive-track,gd-1977-05-05-bertha-2-1,archive,recording-track,https://archive.org/details/gd1977-05-05.123485.sbd.miller.flac16/gd77-05-05d2t04.mp3,Bertha,,574,false,Track 14 of Internet Archive item gd1977-05-05.123485.sbd.miller.flac16 (recording-archive-gd1977-05-05-123485-sbd-miller-flac16); file gd77-05-05d2t04.mp3. Derived from preserved representative item metadata; no audio retrieved.
performance-link-gd-1977-05-05-deal-1-7-archive-track,gd-1977-05-05-deal-1-7,archive,recording-track,https://archive.org/details/gd1977-05-05.123485.sbd.miller.flac16/gd77-05-05d1t08.mp3,Deal,,495,false,Track 8 of Internet Archive item gd1977-05-05.123485.sbd.miller.flac16 (recording-archive-gd1977-05-05-123485-sbd-miller-flac16); file gd77-05-05d1t08.mp3. Derived from preserved representative item metadata; no audio retrieved.
performance-link-gd-1977-05-05-el-paso-1-4-archive-track,gd-1977-05-05-el-paso-1-4,archive,recording-track,https://archive.org/details/gd1977-05-05.123485.sbd.miller.flac16/gd77-05-05d1t05.mp3,El Paso,,373,false,Track 5 of Internet Archive item gd1977-05-05.123485.sbd.miller.flac16 (recording-archive-gd1977-05-05-123485-sbd-miller-flac16); file gd77-05-05d1t05.mp3. Derived from preserved representative item metadata; no audio retrieved.
performance-link-gd-1977-05-05-estimated-prophet-2-2-archive-track,gd-1977-05-05-estimated-prophet-2-2,archive,recording-track,https://archive.org/details/gd1977-05-05.123485.sbd.miller.flac16/gd77-05-05d2t05.mp3,Estimated Prophet,,766,false,Track 15 of Internet Archive item gd1977-05-05.123485.sbd.miller.flac16 (recording-archive-gd1977-05-05-123485-sbd-miller-flac16); file gd77-05-05d2t05.mp3. Derived from preserved representative item metadata; no audio retrieved.
performance-link-gd-1977-05-05-fire-on-the-mountain-2-4-archive-track,gd-1977-05-05-fire-on-the-mountain-2-4,archive,recording-track,https://archive.org/details/gd1977-05-05.123485.sbd.miller.flac16/gd77-05-05d2t07.mp3,Fire On The Mountain ->,,723,false,Track 17 of Internet Archive item gd1977-05-05.123485.sbd.miller.flac16 (recording-archive-gd1977-05-05-123485-sbd-miller-flac16); file gd77-05-05d2t07.mp3. Derived from preserved representative item metadata; no audio retrieved.
